label,class_name,total_groups,train_groups,val_groups,train_samples,val_samples,validation_status,segment
515,0515,154,139,15,139,15,covered_noisy_labels,head
516,0516,190,171,19,172,19,covered_noisy_labels,head
517,0517,177,159,18,159,18,covered_noisy_labels,head
518,0518,186,167,19,167,19,covered_noisy_labels,head
519,0519,218,196,22,197,22,covered_noisy_labels,head
520,0520,229,206,23,206,23,covered_noisy_labels,head
521,0521,198,178,20,178,20,covered_noisy_labels,head
522,0522,227,204,23,204,23,covered_noisy_labels,head
523,0523,215,193,22,193,22,covered_noisy_labels,head
524,0524,194,175,19,175,19,covered_noisy_labels,head
525,0525,239,215,24,215,24,covered_noisy_labels,head
526,0526,191,172,19,172,19,covered_noisy_labels,head
527,0527,167,150,17,150,17,covered_noisy_labels,head
528,0528,218,196,22,196,22,covered_noisy_labels,head
529,0529,158,142,16,142,16,covered_noisy_labels,head
530,0530,227,204,23,204,23,covered_noisy_labels,head
531,0531,229,206,23,206,24,covered_noisy_labels,head
532,0532,232,209,23,209,23,covered_noisy_labels,head
533,0533,180,162,18,162,18,covered_noisy_labels,head
534,0534,221,199,22,202,22,covered_noisy_labels,head
535,0535,159,143,16,143,16,covered_noisy_labels,head
536,0536,246,221,25,221,25,covered_noisy_labels,head
537,0537,183,165,18,166,18,covered_noisy_labels,head
538,0538,227,204,23,204,23,covered_noisy_labels,head
539,0539,170,153,17,153,17,covered_noisy_labels,head
540,0540,243,219,24,219,24,covered_noisy_labels,head
541,0541,243,219,24,219,24,covered_noisy_labels,head
542,0542,228,205,23,206,23,covered_noisy_labels,head
543,0543,226,203,23,203,23,covered_noisy_labels,head
544,0544,166,149,17,149,17,covered_noisy_labels,head
545,0545,155,139,16,140,16,covered_noisy_labels,head
546,0546,239,215,24,216,24,covered_noisy_labels,head
547,0547,221,199,22,200,23,covered_noisy_labels,head
548,0548,163,147,16,148,16,covered_noisy_labels,head
549,0549,198,178,20,179,20,covered_noisy_labels,head
550,0550,166,149,17,149,17,covered_noisy_labels,head
551,0551,224,202,22,203,22,covered_noisy_labels,head
552,0552,174,157,17,157,17,covered_noisy_labels,head
553,0553,231,208,23,208,23,covered_noisy_labels,head
554,0554,228,205,23,206,23,covered_noisy_labels,head
555,0555,65,59,6,59,6,covered_noisy_labels,middle
556,0556,166,149,17,149,17,covered_noisy_labels,head
557,0557,160,144,16,144,17,covered_noisy_labels,head
558,0558,200,180,20,180,20,covered_noisy_labels,head
559,0559,162,146,16,148,16,covered_noisy_labels,head
560,0560,211,190,21,194,21,covered_noisy_labels,head
561,0561,199,179,20,179,21,covered_noisy_labels,head
562,0562,184,166,18,166,18,covered_noisy_labels,head
563,0563,181,163,18,163,18,covered_noisy_labels,head
564,0564,176,158,18,158,18,covered_noisy_labels,head
565,0565,245,221,24,221,24,covered_noisy_labels,head
566,0566,197,177,20,177,20,covered_noisy_labels,head
567,0567,198,178,20,178,20,covered_noisy_labels,head
568,0568,242,218,24,218,24,covered_noisy_labels,head
569,0569,239,215,24,215,24,covered_noisy_labels,head
570,0570,193,174,19,174,19,covered_noisy_labels,head
571,0571,234,211,23,212,23,covered_noisy_labels,head
572,0572,168,151,17,152,17,covered_noisy_labels,head
573,0573,151,136,15,137,15,covered_noisy_labels,head
574,0574,225,203,22,204,22,covered_noisy_labels,head
575,0575,180,162,18,162,18,covered_noisy_labels,head
576,0576,231,208,23,208,23,covered_noisy_labels,head
577,0577,192,173,19,174,19,covered_noisy_labels,head
578,0578,169,152,17,152,17,covered_noisy_labels,head
579,0579,181,163,18,163,18,covered_noisy_labels,head
580,0580,215,193,22,193,22,covered_noisy_labels,head
581,0581,154,139,15,139,15,covered_noisy_labels,head
582,0582,229,206,23,207,23,covered_noisy_labels,head
583,0583,189,170,19,171,19,covered_noisy_labels,head
584,0584,238,214,24,214,24,covered_noisy_labels,head
585,0585,166,149,17,149,17,covered_noisy_labels,head
586,0586,181,163,18,163,18,covered_noisy_labels,head
587,0587,233,210,23,210,23,covered_noisy_labels,head
588,0588,185,167,18,167,18,covered_noisy_labels,head
589,0589,49,44,5,44,5,covered_noisy_labels,middle
590,0590,154,139,15,139,15,covered_noisy_labels,head
591,0591,232,209,23,209,23,covered_noisy_labels,head
592,0592,183,165,18,165,18,covered_noisy_labels,head
593,0593,173,156,17,156,17,covered_noisy_labels,head
594,0594,213,192,21,193,21,covered_noisy_labels,head
595,0595,248,223,25,223,25,covered_noisy_labels,head
596,0596,229,206,23,207,23,covered_noisy_labels,head
597,0597,151,136,15,137,15,covered_noisy_labels,head
598,0598,219,197,22,197,22,covered_noisy_labels,head
599,0599,169,152,17,153,17,covered_noisy_labels,head
600,0600,243,219,24,219,24,covered_noisy_labels,head
601,0601,234,211,23,211,23,covered_noisy_labels,head
602,0602,221,199,22,199,22,covered_noisy_labels,head
603,0603,226,203,23,203,23,covered_noisy_labels,head
604,0604,238,214,24,214,24,covered_noisy_labels,head
605,0605,177,159,18,159,18,covered_noisy_labels,head
606,0606,171,154,17,154,18,covered_noisy_labels,head
607,0607,187,168,19,168,19,covered_noisy_labels,head
608,0608,247,222,25,223,25,covered_noisy_labels,head
609,0609,237,213,24,213,24,covered_noisy_labels,head
610,0610,247,222,25,222,25,covered_noisy_labels,head
611,0611,150,135,15,135,15,covered_noisy_labels,head
612,0612,231,208,23,208,23,covered_noisy_labels,head
613,0613,191,172,19,172,19,covered_noisy_labels,head
614,0614,226,203,23,203,23,covered_noisy_labels,head
615,0615,237,213,24,213,24,covered_noisy_labels,head
616,0616,196,176,20,176,20,covered_noisy_labels,head
617,0617,157,141,16,141,16,covered_noisy_labels,head
618,0618,219,197,22,197,22,covered_noisy_labels,head
619,0619,240,216,24,216,24,covered_noisy_labels,head
620,0620,152,137,15,137,15,covered_noisy_labels,head
621,0621,157,141,16,141,16,covered_noisy_labels,head
622,0622,228,205,23,205,23,covered_noisy_labels,head
623,0623,186,167,19,168,19,covered_noisy_labels,head
624,0624,220,198,22,198,22,covered_noisy_labels,head
625,0625,179,161,18,162,18,covered_noisy_labels,head
626,0626,188,169,19,169,19,covered_noisy_labels,head
627,0627,150,135,15,135,15,covered_noisy_labels,head
628,0628,153,138,15,139,15,covered_noisy_labels,head
629,0629,213,192,21,192,21,covered_noisy_labels,head
630,0630,216,194,22,195,22,covered_noisy_labels,head
631,0631,243,219,24,220,24,covered_noisy_labels,head
632,0632,175,157,18,157,18,covered_noisy_labels,head
633,0633,189,170,19,170,19,covered_noisy_labels,head
634,0634,182,164,18,164,18,covered_noisy_labels,head
635,0635,181,163,18,163,18,covered_noisy_labels,head
636,0636,185,167,18,167,18,covered_noisy_labels,head
637,0637,183,165,18,165,18,covered_noisy_labels,head
638,0638,214,193,21,199,21,covered_noisy_labels,head
639,0639,226,203,23,203,23,covered_noisy_labels,head
640,0640,196,176,20,176,20,covered_noisy_labels,head
641,0641,183,165,18,165,18,covered_noisy_labels,head
642,0642,155,139,16,144,16,covered_noisy_labels,head
643,0643,185,167,18,168,18,covered_noisy_labels,head
644,0644,167,150,17,151,18,covered_noisy_labels,head
645,0645,231,208,23,208,23,covered_noisy_labels,head
646,0646,244,220,24,220,24,covered_noisy_labels,head
647,0647,247,222,25,222,25,covered_noisy_labels,head
648,0648,218,196,22,197,22,covered_noisy_labels,head
649,0649,216,194,22,194,22,covered_noisy_labels,head
650,0650,225,203,22,204,22,covered_noisy_labels,head
651,0651,189,170,19,170,19,covered_noisy_labels,head
652,0652,162,146,16,146,16,covered_noisy_labels,head
653,0653,156,140,16,141,17,covered_noisy_labels,head
654,0654,182,164,18,164,18,covered_noisy_labels,head
655,0655,177,159,18,159,18,covered_noisy_labels,head
656,0656,210,189,21,192,22,covered_noisy_labels,head
657,0657,192,173,19,173,19,covered_noisy_labels,head
658,0658,174,157,17,158,17,covered_noisy_labels,head
659,0659,151,136,15,136,15,covered_noisy_labels,head
660,0660,177,159,18,159,18,covered_noisy_labels,head
661,0661,185,167,18,167,18,covered_noisy_labels,head
662,0662,184,166,18,169,18,covered_noisy_labels,head
663,0663,163,147,16,148,16,covered_noisy_labels,head
664,0664,234,211,23,211,23,covered_noisy_labels,head
665,0665,222,200,22,201,22,covered_noisy_labels,head
666,0666,184,166,18,166,18,covered_noisy_labels,head
667,0667,232,209,23,209,23,covered_noisy_labels,head
668,0668,185,167,18,167,18,covered_noisy_labels,head
669,0669,189,170,19,170,19,covered_noisy_labels,head
670,0670,165,149,16,149,16,covered_noisy_labels,head
671,0671,40,36,4,37,4,covered_noisy_labels,middle
672,0672,179,161,18,161,18,covered_noisy_labels,head
673,0673,242,218,24,218,24,covered_noisy_labels,head
674,0674,232,209,23,210,23,covered_noisy_labels,head
675,0675,222,200,22,201,22,covered_noisy_labels,head
676,0676,172,155,17,155,17,covered_noisy_labels,head
677,0677,154,139,15,140,15,covered_noisy_labels,head
678,0678,180,162,18,162,18,covered_noisy_labels,head
679,0679,152,137,15,137,15,covered_noisy_labels,head
680,0680,184,166,18,166,18,covered_noisy_labels,head
681,0681,174,157,17,157,17,covered_noisy_labels,head
682,0682,84,76,8,76,8,covered_noisy_labels,middle
683,0683,220,198,22,198,22,covered_noisy_labels,head
684,0684,179,161,18,161,18,covered_noisy_labels,head
685,0685,192,173,19,173,19,covered_noisy_labels,head
686,0686,150,135,15,135,15,covered_noisy_labels,head
687,0687,169,152,17,152,17,covered_noisy_labels,head
688,0688,181,163,18,163,18,covered_noisy_labels,head
689,0689,190,171,19,171,19,covered_noisy_labels,head
690,0690,234,211,23,211,23,covered_noisy_labels,head
691,0691,182,164,18,164,18,covered_noisy_labels,head
692,0692,176,158,18,158,18,covered_noisy_labels,head
693,0693,171,154,17,154,17,covered_noisy_labels,head
694,0694,192,173,19,173,19,covered_noisy_labels,head
695,0695,237,213,24,213,24,covered_noisy_labels,head
696,0696,190,171,19,171,19,covered_noisy_labels,head
697,0697,186,167,19,167,19,covered_noisy_labels,head
698,0698,195,175,20,176,20,covered_noisy_labels,head
699,0699,194,175,19,176,20,covered_noisy_labels,head
700,0700,245,221,24,222,24,covered_noisy_labels,head
701,0701,214,193,21,193,21,covered_noisy_labels,head
702,0702,172,155,17,155,17,covered_noisy_labels,head
703,0703,161,145,16,145,16,covered_noisy_labels,head
704,0704,232,209,23,209,23,covered_noisy_labels,head
705,0705,186,167,19,167,19,covered_noisy_labels,head
706,0706,149,134,15,134,15,covered_noisy_labels,head
707,0707,216,194,22,194,22,covered_noisy_labels,head
708,0708,178,160,18,160,18,covered_noisy_labels,head
709,0709,175,157,18,157,18,covered_noisy_labels,head
710,0710,237,213,24,213,24,covered_noisy_labels,head
711,0711,199,179,20,179,20,covered_noisy_labels,head
712,0712,237,213,24,215,24,covered_noisy_labels,head
713,0713,161,145,16,145,17,covered_noisy_labels,head
714,0714,180,162,18,162,18,covered_noisy_labels,head
715,0715,193,174,19,176,19,covered_noisy_labels,head
716,0716,197,177,20,177,20,covered_noisy_labels,head
717,0717,198,178,20,178,20,covered_noisy_labels,head
718,0718,220,198,22,198,22,covered_noisy_labels,head
719,0719,192,173,19,173,19,covered_noisy_labels,head
720,0720,225,203,22,203,22,covered_noisy_labels,head
721,0721,214,193,21,193,21,covered_noisy_labels,head
722,0722,155,139,16,140,16,covered_noisy_labels,head
723,0723,101,91,10,92,10,covered_noisy_labels,middle
724,0724,153,138,15,140,15,covered_noisy_labels,head
725,0725,247,222,25,222,25,covered_noisy_labels,head
726,0726,186,167,19,168,19,covered_noisy_labels,head
727,0727,237,213,24,213,24,covered_noisy_labels,head
728,0728,217,195,22,195,22,covered_noisy_labels,head
729,0729,232,209,23,212,23,covered_noisy_labels,head
730,0730,238,214,24,214,24,covered_noisy_labels,head
731,0731,166,149,17,149,17,covered_noisy_labels,head
732,0732,244,220,24,223,25,covered_noisy_labels,head
733,0733,220,198,22,200,22,covered_noisy_labels,head
734,0734,188,169,19,169,19,covered_noisy_labels,head
735,0735,171,154,17,154,17,covered_noisy_labels,head
736,0736,183,165,18,165,18,covered_noisy_labels,head
737,0737,177,159,18,159,18,covered_noisy_labels,head
738,0738,173,156,17,156,17,covered_noisy_labels,head
739,0739,190,171,19,171,19,covered_noisy_labels,head
740,0740,175,157,18,157,18,covered_noisy_labels,head
741,0741,165,149,16,149,16,covered_noisy_labels,head
742,0742,168,151,17,151,17,covered_noisy_labels,head
743,0743,224,202,22,202,22,covered_noisy_labels,head
744,0744,235,211,24,212,24,covered_noisy_labels,head
745,0745,161,145,16,145,16,covered_noisy_labels,head
746,0746,179,161,18,162,18,covered_noisy_labels,head
747,0747,182,164,18,164,18,covered_noisy_labels,head
748,0748,213,192,21,192,21,covered_noisy_labels,head
749,0749,233,210,23,211,23,covered_noisy_labels,head
