sample_index,image_path,image_sha256,noisy_label,class_name,trusted_v1,rejection_reasons,knn_label_agreement,prototype_top1_label,prototype_margin,clip_flip_cosine,cross_class_duplicate_conflict
249,/home/lux1/noise/train/0011/ffd54d9df0974501b15774c485eff5e0.jpg,ac1106294fd350969b921f7621a0acdc6c24a168d4add7dce5ea43f6dd8124b7,11,11,False,low_knn_agreement;low_prototype_margin,0.05,11,0.0009211302,0.98396695,False
250,/home/lux1/noise/train/0012/04336beb85a54e9499ca9ed798f64b8a.jpg,e90d841871a8820c675f61d91e43010018c88f15a9f97fbf3fbb99de2df0f6cb,12,12,True,,1.0,12,0.06707066,0.9923296,False
251,/home/lux1/noise/train/0012/043f63ec443c4dc8aff7c13470ad54a3.jpg,099f075c343fbf798fd4ea6948558ea49d7278930f43fcbcd2a9022037e03a8f,12,12,True,,0.85,12,0.051458597,0.99165535,False
252,/home/lux1/noise/train/0012/0f82efa52d9b4b90b548fff4ef702768.jpg,fd57984b36abbec2af3baebe834548702a1a62e5690d8efc15a52e39245ce529,12,12,False,low_knn_agreement;prototype_label_mismatch,0.25,37,0.024390519,0.9902446,False
253,/home/lux1/noise/train/0012/120604d0f9a1483f9886d18dba8bf6fa.jpg,60ef542c5c661604093f4e3a5c476e54b6ff285c8a138603f3d5bcd27d8de52f,12,12,True,,1.0,12,0.065775394,0.9559926,False
254,/home/lux1/noise/train/0012/16dcd44fda9d48dcaa15362270823e4b.jpg,fcb0c7910104eeaf20eeff29c28e4762e3592425b5961e7761f3ce49988eb902,12,12,True,,1.0,12,0.07795012,0.92148095,False
255,/home/lux1/noise/train/0012/1b81fe0b7ba24e3880ff6998e62659ac.jpg,cb777eb765b3bd6f9c51f0cd11cb4e08300589d97a40eb9fdf42ab5671323d3c,12,12,True,,0.9,12,0.032135546,0.9883427,False
256,/home/lux1/noise/train/0012/3066eab081d9434ea0b4d3bf6145cfdf.jpg,0bf7174e7436b5267ec2da936c5993ecdfdcca325f40c15a522aad4c0fa312f8,12,12,True,,1.0,12,0.07531834,0.93039876,False
257,/home/lux1/noise/train/0012/470724024d4540f19962c2a17150f709.jpg,ca62763f92068c032c9088db392562a1ddd20fa9ae5d58cd10995fde72efcfcf,12,12,True,,0.9,12,0.048951626,0.9511915,False
258,/home/lux1/noise/train/0012/49af8072cc474698a7b06d6476f35352.jpg,5c4161e53d9f2215b910613ef9d387dba138df2c23cf6635c8b41c6c48dca5d8,12,12,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,242,0.005922854,0.9870818,False
259,/home/lux1/noise/train/0012/5beab968ab914113b891d353949ad1c2.jpg,58c27045bc166a4e295aaef4e5d4b979832bd9b5432c79be38c4461d7cfeda3a,12,12,True,,1.0,12,0.07313806,0.9946024,False
260,/home/lux1/noise/train/0012/64f7b739b8f84ce09086e6a6d5062b85.jpg,fffe8949ad79fa5c1773b72411af629d28e2dec4e7d547a158bfd4cc92433b87,12,12,True,,1.0,12,0.07031995,0.9953392,False
261,/home/lux1/noise/train/0012/9202a04e186b425caaf3000be2be92b2.jpg,3d387d580483d51930181f32aae3c049fe21b2aa6f19448bcc1a17827edfa60d,12,12,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,217,0.00842613,0.9492027,False
262,/home/lux1/noise/train/0012/9276a77beeed4d13bfa55ff01842f71d.jpg,8139deff734802463845afe26e1aa680704557fd336bbc7ea45db3e7cc6a1100,12,12,True,,0.9,12,0.0532161,0.99463665,False
263,/home/lux1/noise/train/0012/9967d5944e27431f933eebe0d8c3f0b9.jpg,671e70577f30b2ebdfb1e843c4e992b0859773f1c49e3ccfedf6b468375c3381,12,12,True,,0.95,12,0.04728788,0.96619713,False
264,/home/lux1/noise/train/0012/c29b9ca1f57f411d928974eec983a565.jpg,542aef319b7374078ae69490e61991d4641e2fe3d542c3f588c9518fd656c60b,12,12,True,,0.9,12,0.038686156,0.9924602,False
265,/home/lux1/noise/train/0012/ce74bd8b781d491fb328a8142bc033d5.jpg,23dc9833053069667087ea242e964834e25006550e173d1bc0d64ef7150e18a3,12,12,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.35,162,0.0046022534,0.99516857,False
266,/home/lux1/noise/train/0012/cedc1bc9abaa4b33ac5b1aa7191d50e9.jpg,e2bfc421f7fcd9114749221ee0a9f8cab297009204d1b3e14e7625ec78eeab16,12,12,True,,1.0,12,0.06173581,0.9581913,False
267,/home/lux1/noise/train/0012/db52b47140f340f49cc0ba1824041069.jpg,19b53f1964b58f487e0493c013676ca3440310a75958905adbe4c58fb5834332,12,12,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.25,217,0.0047723055,0.9887269,False
268,/home/lux1/noise/train/0012/dd15b1bfb48a49c497b7453a1fec9910.jpg,350c2830d9967e4558e315f6b052355326c9e1ab2b28e1429c415aff5fa8df12,12,12,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.35,396,0.0040295124,0.989767,False
269,/home/lux1/noise/train/0012/f05187f428df42f7a98fdb8438a4ffbe.jpg,1bf15a4bb1ac8c12a3567d09c089591915d2d4761ac0942be30b2d7d626ff6a3,12,12,True,,1.0,12,0.09253818,0.99590355,False
270,/home/lux1/noise/train/0012/f9958abec0f747be9ac415b646017879.jpg,3b56b1e88ef49ec09221afd982f3d2c089cb5725c4acaab88dc6b28cc94a15de,12,12,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.35,162,0.0019351244,0.9963236,False
271,/home/lux1/noise/train/0013/0fee53b2b09c4f218556d2ca21e2d6eb.jpg,f0dd7feea505f302dab617ba516f1e260dc83ced4d74a3965c8b00c197c87d00,13,13,False,low_knn_agreement;prototype_label_mismatch,0.05,251,0.023421466,0.98908526,False
272,/home/lux1/noise/train/0013/258aeca72c674728894840b070919d96.jpg,b102b29089a628ebb2018269e0cb5ada9b9cd7186a21215149c7aa5f26381a0e,13,13,False,prototype_label_mismatch,0.4,283,0.018510103,0.98819804,False
273,/home/lux1/noise/train/0013/26f4f700824b4e5ba706afad12b701c3.jpg,f4168d50f41f4cbbd7cd204247248e35841a1a7bac88453b3adc3b674a0f390f,13,13,False,low_knn_agreement;low_prototype_margin,0.15,13,0.0009483099,0.98139554,False
274,/home/lux1/noise/train/0013/35ef4353fa5c47fdbe1d26a4ecbf7b62.jpg,86953f6aa52923150fd99ffcae75e94eca591cae04373be40643cfb328a49267,13,13,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,282,0.0027074218,0.99018717,False
275,/home/lux1/noise/train/0013/493a071782f149d7b64bcf05dc3f6d9f.jpg,91a478a7ed658ae186e0313395701a92084bd0b6cb05ea6f3243401e99586a74,13,13,False,prototype_label_mismatch,0.4,189,0.014157176,0.9947853,False
276,/home/lux1/noise/train/0013/520f73b7a9814da1b9362edee521c7f6.jpg,0e9caabe97f040e8c9dd87f878158f99f9f44a09b223bf0f9db48207f8aac32a,13,13,False,low_knn_agreement,0.15,13,0.015892744,0.9859043,False
277,/home/lux1/noise/train/0013/5321499eca3643c7b75d9e21a59c2729.jpg,23ac4e557f4ed796316c4d415daeedb2ee1c93aa0f723e78ba68a011f322816f,13,13,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,213,0.003371358,0.99408215,False
278,/home/lux1/noise/train/0013/63b7d31c671547beb14ed55f42b3870a.jpg,8774db57b8afede5e7dcc6abff2b6691da3cd49398fe4d76fddb6725af5426c2,13,13,False,low_knn_agreement;low_prototype_margin,0.05,13,0.0019407272,0.9868003,False
279,/home/lux1/noise/train/0013/6e4d4a6604cb48cba2cfc0325ed2ec18.jpg,133c956fd9f9353317533239f1396376e139ff6230a0e327a71ca884e7e2b0f1,13,13,False,prototype_label_mismatch;low_prototype_margin,0.4,68,0.0012919903,0.9843622,False
280,/home/lux1/noise/train/0013/81de0739e0b84a669b9513ad40cb0ca9.jpg,eb2774c3b0183c5681d50619791c49e20a7977bdb85cc4aa96b0d011a85b3885,13,13,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,20,0.003178537,0.9940795,False
281,/home/lux1/noise/train/0013/85408b49e4f6454e8a64122543ebc90e.jpg,1a9de31da0240d66a9ffbd23546fd15770753e9ddf2eb679e366ebd86fb22682,13,13,False,low_knn_agreement;prototype_label_mismatch,0.15,251,0.01544255,0.99467707,False
282,/home/lux1/noise/train/0013/878aa0e768664d7fa0fde749ed67fb01.jpg,29488e987ba53bb629879c7cd765c7136bb5325b7ef1d43e64e043a4a2d3c616,13,13,False,low_knn_agreement;prototype_label_mismatch,0.05,73,0.013065517,0.99248433,False
283,/home/lux1/noise/train/0013/8c75dc007f7f40b3b5e7ad90da3fd3f8.jpg,2b221823f53e1ec96b887009ef9d9f790b4bd8bac833c32ede0ee8f0c3eb3998,13,13,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,456,0.00801152,0.99322575,False
284,/home/lux1/noise/train/0013/915a4d7c92dc4a2ca6f2200500d9c067.jpg,c2a093160e138ec5a0a0606307b03ad4637308fcc04a8adbd227ae3f5b715bb0,13,13,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,329,0.00025951862,0.9909882,False
285,/home/lux1/noise/train/0013/96bc6b6d3e554415b3f348cc93c7fb7b.jpg,47e913b5f768d0eb0827664b617645477e1a5bb9af43425ce6bebb9bf11dbdef,13,13,False,low_knn_agreement;prototype_label_mismatch,0.0,236,0.013521671,0.9807475,False
286,/home/lux1/noise/train/0013/a4e39a10f27d4021b2f13cbf97dfb81a.jpg,e2d582d1d9f4416470a946e72e05cec6c0589c969ca1a823ff2af1e93deee18e,13,13,False,prototype_label_mismatch;low_prototype_margin,0.55,160,0.007997274,0.98403144,False
287,/home/lux1/noise/train/0013/b1dab5c4afb743458d4fe39512b61f72.jpg,e2c0512e5d760c66afb972237fe7616ade5a0ba3a4014895d39728a25a86f9aa,13,13,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,470,0.0010419488,0.9949902,False
288,/home/lux1/noise/train/0013/b49a99cd1b784ac08692638876869325.jpg,6691cd52582b42cc57b17b8e9cc7fa1e1bdaed86fede4d371af988cf7cafa073,13,13,False,low_knn_agreement,0.05,13,0.0113940835,0.988454,False
289,/home/lux1/noise/train/0013/c56cbcb0315c48ebb59b6049cfea0662.jpg,9253ad4fdd39e105e479686424c1ecc1d4e4c66e5956278f6e71f4d4288ff7a2,13,13,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,471,0.0028282404,0.9952952,False
290,/home/lux1/noise/train/0013/fa7d63d81d4b41feae2a7041b31d646b.jpg,4991f87667fcbc71ce4cb0192e09dd6e2c5eaedb1a6878ff6685f843973979a5,13,13,False,low_knn_agreement;prototype_label_mismatch,0.15,68,0.014449239,0.98877305,False
291,/home/lux1/noise/train/0014/13a320bd6d374b2c825524d1ed4150be.jpg,2714e925aea3fcb9a70ed5fc7f211ba5ed9c2d97088c6e28be3a42681a9b1ca8,14,14,False,low_knn_agreement;low_prototype_margin,0.25,14,0.0076340437,0.9709902,False
292,/home/lux1/noise/train/0014/1c7e512488ba4470940df7be6ba9c5c1.jpg,a53b7ed03f840f5c2cab744a1d30940200831d03df7873a83261f2b43dc1ad34,14,14,False,low_prototype_margin,0.65,14,0.0014542937,0.9965442,False
293,/home/lux1/noise/train/0014/1eab6ca5023340e992afdcc979934a40.jpg,adc00f06791951d4b9f64cb988fd5c76c68b9d52469f1e60540fbc520f767920,14,14,False,low_knn_agreement;low_prototype_margin,0.35,14,0.0061880946,0.981744,False
294,/home/lux1/noise/train/0014/4708bc2a967e4adcae4f6c0dee5dcac0.jpg,07b71507d5b827c3da3fd6a0523087cf5ac71b5808994d65a90cf94f7f0307a2,14,14,False,prototype_label_mismatch,0.6,326,0.01084739,0.9870917,False
295,/home/lux1/noise/train/0014/4caa43ac1b284c4d9978e0ff23b4f35e.jpg,6c5333f50356b59e0c9b6c0b0e59bf794b6c53e847db2d3e4dbf2db2ec0d3a50,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.25,117,3.4034252e-05,0.9718609,False
296,/home/lux1/noise/train/0014/56761b2bca6c4c1b80f7506780dbfa58.jpg,5d0f86fd7c0acb2817afc8cfac9f05ada308edc99f83ce709eb3fa93a845f934,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.3,117,0.009863555,0.9955579,False
297,/home/lux1/noise/train/0014/59c564e694e742208950f6878a7a2bde.jpg,6acba01944f99a2b5362992d6abaa2f46cc80343aac36f0e0b43253d89d2c776,14,14,False,low_knn_agreement;prototype_label_mismatch,0.3,57,0.01424551,0.9789227,False
298,/home/lux1/noise/train/0014/828d186e53fc455fa1c834ff4b4f9c9c.jpg,a53b7ed03f840f5c2cab744a1d30940200831d03df7873a83261f2b43dc1ad34,14,14,False,low_prototype_margin,0.65,14,0.0014542937,0.9965442,False
299,/home/lux1/noise/train/0014/8f875518961d46eab6e1c1fc4b6bbc1d.jpg,ec6f8e09b19f24f805db7902fe85cdcd545fa82a659bf3cb3f8d959dd5f4e261,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,457,0.0038808584,0.97631574,False
300,/home/lux1/noise/train/0014/908bc0f75af54c8ab6435d4b58beeaab.jpg,81284df4c74874a1457d443c656b7661734bd5e1b1ca36d95b10d6d2ef562dee,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,365,0.00721395,0.99286425,False
301,/home/lux1/noise/train/0014/9134e64a9e9d462b9317c8a015d9c587.jpg,1c751dc192789f4863c1b0f62c1fe8100a3a9acabfff140878187bdb305a3244,14,14,False,low_knn_agreement;low_prototype_margin,0.25,14,0.007159412,0.9932629,False
302,/home/lux1/noise/train/0014/93f38d31d6384601a37c8c4283ced2df.jpg,b61ec736e3f2221d023f7e389e17ad889cbaa061bc33eab87685b3150bac37f2,14,14,False,low_knn_agreement;low_prototype_margin,0.25,14,0.008191466,0.9860058,False
303,/home/lux1/noise/train/0014/ac82edeaea104ec1927afbb98737efe5.jpg,be890e25cce37d22da9c90e13c9f92439c4ed8267119aa50b430d5532e416961,14,14,False,low_knn_agreement;low_prototype_margin,0.3,14,0.002897799,0.99389774,False
304,/home/lux1/noise/train/0014/ca4627e4860942d092720599899095bb.jpg,a6d55824ceedda000108962b532e544ec3e8518583bd704e151ebd88a73c708e,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.25,57,0.0014997125,0.969883,False
305,/home/lux1/noise/train/0014/cbabecb3fbc64cff86d6258d62d5fcc8.jpg,1931503dffb80ac4b3bf561c02c7019042f072fa3aa6a16ccbafd23dbfd8a542,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,365,0.004342854,0.9870274,False
306,/home/lux1/noise/train/0014/cce7e14a7a224798b2988235981b3154.jpg,b9817e2ae60bb2923ae79e571d405cc9159d3a930c198b476cf4638ea3ed9d87,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,313,0.00055241585,0.9742681,False
307,/home/lux1/noise/train/0014/cf8c00b3d2614813b19a9f1f84fdae60.jpg,3c468ee783a6979cc3fe1aa22abfca72a3baa943299e0e7da75b4ec7744c6291,14,14,False,low_knn_agreement;low_prototype_margin,0.2,14,7.7962875e-05,0.97968274,False
308,/home/lux1/noise/train/0014/d625a364255b4c29830b5614ff08088d.jpg,c273f77b26d1eeb41423f5de8536e9cf9efd0af3daadfb2f423d3eea3e793e4c,14,14,False,low_knn_agreement;low_prototype_margin,0.3,14,0.008515596,0.9927243,False
309,/home/lux1/noise/train/0014/d8ce9a5143eb4c689654759ff1d9820c.jpg,f1c2c54730689e71116e9ed2d4be8224e5f07dcc2a8a4644be2bc291d9896636,14,14,False,low_knn_agreement;low_prototype_margin,0.15,14,0.004935622,0.99334395,False
310,/home/lux1/noise/train/0014/e47426d3c2584d60a7dc83cb9b940aec.jpg,e00a83f463ce20639368215b63e7c6f18b5c770c3b5069c283cfe96d8e0751a8,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,199,0.004937172,0.9890339,False
311,/home/lux1/noise/train/0014/fc874b5c6e3943de9f20ad97bfde6f97.jpg,b29b2a03b759f9ed2a51d59aa76ac1121adb88001d55ec986ec7be6fd9d43e3b,14,14,False,low_prototype_margin,0.45,14,0.0020224452,0.99403864,False
312,/home/lux1/noise/train/0014/fe65703098ec4f34b45263030be3476e.jpg,af242343791caff4e02a576949ac49122d9dda688579c81983ccc2125037c51b,14,14,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.3,343,0.0033776164,0.9947586,False
313,/home/lux1/noise/train/0015/013c5b62577e4e56a5d3e023779e4fe8.jpg,2a6ab4dc8ceaace1d1ed47b34b4b97638ee013f8e9526ebc371efdb44762b888,15,15,False,low_knn_agreement,0.35,15,0.012806594,0.9899266,False
314,/home/lux1/noise/train/0015/09e5f4b72f6943fca9b67c03e2f024d4.jpg,f49eff744029419fd3cb63417b517dce312802bee21caaac8bd31d93683aeefc,15,15,False,low_knn_agreement;low_prototype_margin,0.35,15,0.009352624,0.9830725,False
315,/home/lux1/noise/train/0015/29539eec9b7f4924ae17e4b620c72293.jpg,dcc9c2796f4fced54719374edafe46793f2a5f12e14b2aa1ef2a7a24ec9b4012,15,15,True,,0.4,15,0.015933156,0.9926255,False
316,/home/lux1/noise/train/0015/2d13680815b243c0ae631c239d10db19.jpg,83dc748e6537ca8d1f267e3dc6280059c58db6d6716ea8826ee505202a353fc7,15,15,True,,0.75,15,0.02850604,0.9825096,False
317,/home/lux1/noise/train/0015/311983fefbb940d0be5b1d8a0d13c1df.jpg,eab4ea778be71f2b74ebd7b05efcd05b81f5107fcfe54a070c2eb8b199d75dc1,15,15,False,prototype_label_mismatch;low_prototype_margin,0.5,358,0.00044590235,0.993634,False
318,/home/lux1/noise/train/0015/39ff235cfbe542f7ae70bc4baf6d3027.jpg,9eeb112e2685e291f426c542c00b56804a714b961b513e14200081c27fc1a06a,15,15,False,low_prototype_margin,0.7,15,0.0048006773,0.9828732,False
319,/home/lux1/noise/train/0015/446c2ef9ef9145828ff4afa01883ccbc.jpg,683069dc33fced1be20bc36cf691ff7662ba3f67a3fdf76e8ffff442f018ba32,15,15,True,,0.85,15,0.03656,0.9844738,False
320,/home/lux1/noise/train/0015/4bcccc494f424ee7b4dbbc0426c662f0.jpg,02c403a44304c39a969552f0e8a138e6ae1e7db5b981a17395bab4e9709f8623,15,15,False,low_knn_agreement;low_prototype_margin,0.35,15,0.0062600374,0.9544135,False
321,/home/lux1/noise/train/0015/5f34880d0d904b7b8855289d3f7062a5.jpg,a73d94ce2494bf49578e3b30aefc77f95d361ae60d9784086beabdc03a77a809,15,15,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.3,162,0.0036718845,0.9885921,False
322,/home/lux1/noise/train/0015/6e2955dcd99943159712ecdab366050e.jpg,42e3f76d80242564523e7caa9bec08e6ec18a9dde3a48dc082b33bb139038b8e,15,15,True,,0.65,15,0.01926601,0.93922967,False
323,/home/lux1/noise/train/0015/6f4dec13df8a427aa68e9aed78e45096.jpg,e4263a99c79660feb7c12edada5de292cb1099a689f5e68d4c6c00216aac5b7d,15,15,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,475,9.787083e-05,0.98317385,False
324,/home/lux1/noise/train/0015/76be1096188a42689ffbcc0f2aab8465.jpg,0137ed447221b9aa1a4f2a96b16ee88596608cd836b59842e9eb1ceb20abba89,15,15,True,,0.75,15,0.013790667,0.958926,False
325,/home/lux1/noise/train/0015/8af8fbe4ad5f4356858023e0a2e612ee.jpg,e34289403d82df9a130f31592bdf58f8dbd7cedf600c354623344a9f447b4af2,15,15,True,,1.0,15,0.027813315,0.9907503,False
326,/home/lux1/noise/train/0015/961a638353e24ded8d56c6874c1349d7.jpg,456257bf4f7db4139e3d68493681169748f2b098d1f5b0b708df60399b9c2857,15,15,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,233,0.0021659732,0.9829236,False
327,/home/lux1/noise/train/0015/a2c269b6a6304242b6efc7f33b6f7f80.jpg,6d6d712319215d06a84be02f0f60730d113a5a821fee64127bc2cb389305b976,15,15,True,,0.95,15,0.03238666,0.975747,False
328,/home/lux1/noise/train/0015/b07917afb90548b48dc3e149d1fc96b4.jpg,128b4fa3e8a35b292ed7b62ab5787d6164af68172b1249fad525c4f6015cae03,15,15,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,181,0.009237111,0.95378435,False
329,/home/lux1/noise/train/0015/bc6ead635c3349b3b3546ad35cb0f134.jpg,3cb65f13cb8c37f933db56626bec7c5599aa425d50df26e513eda188cb0034de,15,15,False,low_prototype_margin,0.6,15,0.008304,0.9857435,False
330,/home/lux1/noise/train/0015/beb807b0b0d54aaeae2f7b4355b62591.jpg,b619df2a867eb63eb5df47768873fe65a2aa1af9d7fef091395e1b3249b22d3a,15,15,False,low_knn_agreement;prototype_label_mismatch,0.05,201,0.018468082,0.9838805,False
331,/home/lux1/noise/train/0015/c2e68d5789d544e3a4b04cc6ab4db200.jpg,8c94e4f7912f46a5c3761d1ec9d5c40f34c672e304803134c690f3a21f65a915,15,15,False,low_prototype_margin,0.8,15,0.009922028,0.9558417,False
332,/home/lux1/noise/train/0015/ef050e5fa6544d69ad5df42c4c911d2e.jpg,525752f712b260fa7a4926457055e8cd210aa7edb06e28ade2b91ba78091dd45,15,15,True,,0.65,15,0.021780908,0.97612536,False
333,/home/lux1/noise/train/0015/f87fa904f4a646489ebd504a1983f4c0.jpg,de850124ffc5576f8b4dc1e64e9003c754655c8753805ac65c75fc7a1b55af67,15,15,True,,0.55,15,0.01168102,0.9733871,False
334,/home/lux1/noise/train/0016/16cfc4c9ad234dba8c08cac8dee936ce.jpg,2da7022e19290625aeb32acd946d20bf22432766a5ca54439884fc6693bf02c9,16,16,False,low_knn_agreement;prototype_label_mismatch,0.1,493,0.018065631,0.98962885,False
335,/home/lux1/noise/train/0016/179afb3db1b94d3fafc53209e686f2c0.jpg,97819efd322a50453fad33c237a08fe1b8355c8f986473d9dcf453452159df60,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,371,0.00017088652,0.99409366,False
336,/home/lux1/noise/train/0016/22ea228ee70c49c592027ddb28ce5ff7.jpg,36b9056b112879cb1bde0c2dbb99b4cb8b317e8cf19c3b96cd4d831ee499a6f1,16,16,False,low_knn_agreement;prototype_label_mismatch,0.15,97,0.012414455,0.9906904,False
337,/home/lux1/noise/train/0016/24decc0d52d84f229810ce117c69a626.jpg,d52d0271d6dc0b85a28cd005c5ea867b88fa550e52a27ecb8d642ffc0a326160,16,16,False,low_knn_agreement;prototype_label_mismatch,0.15,428,0.010884345,0.99121773,False
338,/home/lux1/noise/train/0016/2ad9cbea6b2b4523978f67740caf79dd.jpg,22f43569eac830d2d9b58c92e8ea84f88cb966e58106afb6a9bc255098f6ff4b,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,170,0.004274845,0.9912306,False
339,/home/lux1/noise/train/0016/32e4a2c1f4bc491591d2b857202f7907.jpg,e7c88ef189a5e115262a50ba303e9ac9b2948fd70e084e0e37fafcdf76e48882,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,332,0.0097422,0.9851563,False
340,/home/lux1/noise/train/0016/3777dff77f1944f9a09656179db89963.jpg,2e68053a15784d8798fabef2ff04acec622f3a9c2758e84085548ec68cd086ff,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,493,0.007563412,0.9917446,False
341,/home/lux1/noise/train/0016/3eb9d85c6db946d79f6ebc0aa876d5d4.jpg,02153ca4648e5f3c75611f63c58d984ffba28c88ab7dd2338d9006e75eb7171d,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,149,0.0021968484,0.979387,False
342,/home/lux1/noise/train/0016/46b9212de3c14c59836cbf4b4b178d7b.jpg,09a0190f72e6ff554c31a95efc089a7e6f074d9e8d5c8f4ed4cecaf75df93feb,16,16,False,low_knn_agreement;prototype_label_mismatch,0.1,146,0.045045614,0.98546284,False
343,/home/lux1/noise/train/0016/4e245ff4df9e40419d9e7470afe43e91.jpg,829fbae2ad814260f1e7207260663075d9e3e1c5dd9fa90410b07577755d97ff,16,16,False,low_knn_agreement;prototype_label_mismatch,0.2,146,0.011023402,0.9822872,False
344,/home/lux1/noise/train/0016/52468ead74bd4da5ba8c4ddce0c2c583.jpg,f01f959d9351b08d9bce8060bab233db2c3f7de9480202ae6202aff5648cf5db,16,16,False,low_prototype_margin,0.5,16,0.0053853393,0.9783634,False
345,/home/lux1/noise/train/0016/7334b635d8c8407c8461317363301594.jpg,67de1e87821f15b82fa2ff2fe1a917dbae0dfefaeb916062100dc38ff3b78299,16,16,False,low_knn_agreement;prototype_label_mismatch,0.05,146,0.017518759,0.97271377,False
346,/home/lux1/noise/train/0016/8dd8991e86c24c18a9618880e2f6e37a.jpg,b34c28e4be095c8972dbf196519684c595571754a17c29c263d1aa9ef89f3d3d,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,124,0.0048756003,0.98231184,False
347,/home/lux1/noise/train/0016/98ed103e7d0d4f01830c3a90e21ffc09.jpg,385146afd9e6c8ec6ee05daf4ad81da9764f43042246f3f9751e809fbc5957d5,16,16,False,low_knn_agreement;prototype_label_mismatch,0.0,235,0.027591765,0.9881002,False
348,/home/lux1/noise/train/0016/a95171789ddf48b199b523f76de193c7.jpg,10f9c2492917b5f0e11c96db1d8b4e55ad075fd7e0990c1c6d729719384b71a4,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.25,102,0.006660402,0.9937379,False
349,/home/lux1/noise/train/0016/b11aa1f1634c41dc8082685a0c795f51.jpg,a762ea680586c4b789a56da7fd8ff7e12572d9ac48e82e215658c1be54bc322b,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,27,0.0017293692,0.99535495,False
350,/home/lux1/noise/train/0016/c2a1b11810754bd4ac491a1c485d9454.jpg,c691f8639c37b9ffc4092462350606da15e245c950b368ae12c81af9779a5be1,16,16,False,low_knn_agreement;prototype_label_mismatch,0.15,36,0.013786256,0.9742867,False
351,/home/lux1/noise/train/0016/c4a97a79f25d4285b9e3bc64d83ba26e.jpg,3c265b64c345aa5161a8f05cba96592d16bb6792dd1377d2fa5f32063eaea263,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.15,47,0.0040961504,0.99245286,False
352,/home/lux1/noise/train/0016/cc2739270d9b4326aa326856ad120983.jpg,f239d44e528b60189e0f486c296355d617f0ffb46a60a16b983f0cd2015d57ff,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,297,0.002647519,0.9930971,False
353,/home/lux1/noise/train/0016/db4a8d86e4234d4cae4ace3595c9880b.jpg,e905ab4c9b0102996cfb07e1801f158d8bcf3ca91003b2bacc154f6de5de857e,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,97,0.0082604885,0.9917595,False
354,/home/lux1/noise/train/0016/e07c581e4ed04d7785d77bed87a6828e.jpg,44c41994a00c68f1698ae4c75fbe681297dcdcde9ea56b305a0e98f51be9ff61,16,16,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,176,0.0032293797,0.9837254,False
355,/home/lux1/noise/train/0017/01e68755ee43420d9dc79640e437bdf3.jpg,8373aedad033533953b7c6a0148a3b765f2c7aa510fcfe0e01ce131210201fa9,17,17,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,2,0.004911661,0.98873895,False
