sample_index,image_path,image_sha256,class_name,noisy_label,D3_STRICT_pred,B2_GCE07_pred,D3_STRICT_correct,B2_GCE07_correct,group,D3_STRICT_confidence,B2_GCE07_confidence,D3_STRICT_margin,B2_GCE07_margin,D3_STRICT_entropy,B2_GCE07_entropy,D3_STRICT_noisy_label_probability,B2_GCE07_noisy_label_probability,D3_STRICT_ce_loss,B2_GCE07_ce_loss,D3_STRICT_gce_q07,B2_GCE07_gce_q07,D3_STRICT_flip_pred,B2_GCE07_flip_pred,D3_STRICT_flip_pred_agree,B2_GCE07_flip_pred_agree,D3_STRICT_flip_jsd,B2_GCE07_flip_jsd,D3_STRICT_tta_pred,B2_GCE07_tta_pred,D3_STRICT_tta_correct,B2_GCE07_tta_correct,clip_flip_cosine,knn_label_agreement,knn_majority_label,knn_majority_fraction,knn_support_D3_STRICT_pred,knn_support_B2_GCE07_pred,nearest_train_similarity,mean_topk_similarity,prototype_label_similarity,prototype_top1_label,prototype_top1_similarity,prototype_second_similarity,prototype_margin,prototype_supports_noisy_label,prototype_similarity_D3_STRICT_pred,prototype_similarity_B2_GCE07_pred,dedup_metadata_available,cross_class_duplicate_conflict
1838,/home/lux1/noise/train/0088/ed192ac7bc9e4735aa8225a9f714349a.jpg,97063b316f2be010d007c5b8306e48369ff64d193f48cf69c64c3491de5ea536,88,88,365,57,False,False,both_wrong,0.19184959,0.32369587,0.023895636,0.0924522,2.9051547,2.044664,0.011490804,0.00040409554,4.4662085,7.813859,1.3658888,1.4225535,57,57,False,True,0.04896889,0.07091453,57,57,False,False,0.98301274,0.05,57,0.3,0.15,0.3,0.89163756,0.85771716,0.836232,57,0.8883901,0.88708025,0.0013098717,False,0.88708025,0.8883901,True,False
1841,/home/lux1/noise/train/0089/0698c4b47b1941618a936c255b8c4261.jpg,0857b86b31bcbc324f09653de6e11e998bb17dd3bf2b427e1742c86c1084353b,89,89,149,149,False,False,both_wrong,0.51727545,0.6012538,0.32687643,0.3273334,1.7303344,1.1405652,0.19039902,0.27392042,1.6586332,1.2949177,0.98120105,0.85148746,149,89,True,False,0.014963251,0.041527044,149,149,False,False,0.9913574,0.05,388,0.3,0.15,0.15,0.92948127,0.8910143,0.86603296,149,0.8899329,0.8727595,0.01717335,False,0.8899329,0.8899329,True,False
1843,/home/lux1/noise/train/0089/36792da27bae46d393537b1d74fc6fdd.jpg,e4bcdaf1b205f2b5e00c97ac1453925bc5ba521902f03bb58564b9b96a7e12fa,89,89,52,52,False,False,both_wrong,0.20390475,0.36748138,0.02198027,0.0043754876,2.6449447,1.6495937,0.15600818,0.3631059,1.8578469,1.0130607,1.0394322,0.72562015,52,52,True,True,0.024727426,0.03264973,52,52,False,False,0.98574865,0.45,89,0.45,0.0,0.0,0.919189,0.8985728,0.8708264,262,0.8982245,0.8962695,0.0019549727,False,0.8962695,0.8962695,True,False
1848,/home/lux1/noise/train/0089/70e2a35a39e34fc0943cc5625328ed45.jpg,ba8a603e9688857c6f618e05eddb119586c7fdb544e30880204fa8451199e430,89,89,388,388,False,False,both_wrong,0.5541162,0.7741114,0.45136327,0.6810338,2.0117009,1.0002725,0.025984367,0.040605817,3.6502602,3.2038438,1.3176028,1.2768965,388,388,True,True,0.015178962,0.016717419,388,388,False,False,0.9918624,0.05,65,0.3,0.25,0.25,0.9424043,0.9258275,0.92315394,388,0.94260454,0.9260117,0.01659286,False,0.94260454,0.94260454,True,False
1851,/home/lux1/noise/train/0089/bf4eef12d0644c51b299a7277cf59522.jpg,a008222476138702b7ba202d31917de3d2b4f8ea9de20c17f1d362df1803f09f,89,89,205,205,False,False,both_wrong,0.2711251,0.4490224,0.0065986514,0.15655917,2.1191247,1.1962866,0.26452646,0.29246324,1.329814,1.2294164,0.8654133,0.82441163,89,89,False,False,0.022484034,0.06411293,89,89,True,True,0.9931934,0.25,89,0.25,0.05,0.05,0.88426375,0.87382203,0.88169,282,0.8949841,0.8818273,0.013156831,False,0.87924385,0.87924385,True,False
1852,/home/lux1/noise/train/0089/cd89e1e9de8843288c5c02862d947291.jpg,e20723a1e7b173fdcbf989057c97d5641edf61d505ecd37d7764df153fd0fd4c,89,89,388,228,False,False,both_wrong,0.15621747,0.42899054,0.04290261,0.20775737,3.5542085,2.1976616,0.11331486,0.22123317,2.1775851,1.508538,1.1174694,0.9316392,89,89,False,False,0.04666546,0.07806696,89,89,True,True,0.987053,0.25,89,0.25,0.05,0.25,0.85072327,0.840494,0.8409021,228,0.8594637,0.8445466,0.014917076,False,0.84071803,0.8594637,True,False
1853,/home/lux1/noise/train/0089/d5c8dc13dadf4360826ee7c2c2b6c052.jpg,9d5e86903dc067a6a3c37ea03b50ffda236fcf77f1f5a93dee259d865690ef05,89,89,213,213,False,False,both_wrong,0.110360086,0.26675293,0.029534332,0.006544739,3.931665,2.7239318,0.01455107,0.021787222,4.2300906,3.8264318,1.3546231,1.3304772,213,213,True,True,0.0420537,0.05317209,213,213,False,False,0.9910231,0.15,89,0.15,0.05,0.05,0.9290402,0.91033286,0.8910047,93,0.91743654,0.9156886,0.0017479658,False,0.9010358,0.9010358,True,False
1861,/home/lux1/noise/train/0090/07fa50f9a7964daaa512e329fdf702b6.jpg,22f2d60b7fa64fcc45beed57383cc737ce7471d0de7406e24948ba80f93137c9,90,90,48,48,False,False,both_wrong,0.5894756,0.8113271,0.4221509,0.66480464,1.8258493,0.71029735,0.16732465,0.14652248,1.7878194,1.9205765,1.0198816,1.0561498,48,48,True,True,0.029726774,0.018874355,48,48,False,False,0.99160737,0.2,90,0.2,0.0,0.0,0.86442596,0.84587604,0.799132,48,0.8125189,0.79918003,0.013338864,False,0.8125189,0.8125189,True,False
1875,/home/lux1/noise/train/0090/b7cc4b2c072a4f66a07deca1f8f633fc.jpg,7a0147d20e1de31e31cf4cca7552823cdc5e6b60d46c0ec5b61e77f893157ffd,90,90,459,459,False,False,both_wrong,0.3519608,0.4733059,0.23013806,0.34643808,2.6154494,1.9915493,0.038186952,0.03490856,3.2652614,3.3550234,1.2832792,1.2921275,459,459,True,True,0.040276386,0.049475268,459,459,False,False,0.9791236,0.15,204,0.25,0.05,0.05,0.8840084,0.86793166,0.8399208,8,0.84520566,0.8451761,2.9563904e-05,False,0.8323819,0.8323819,True,False
1881,/home/lux1/noise/train/0091/033ec2f2a79548d6856d87bd84b3467e.jpg,e6ac5c1122ce5b3a6349de8b39f28d2985dfbc73248d4080dcd6768d37b9ab7d,91,91,344,389,False,False,both_wrong,0.6625834,0.36510757,0.6231898,0.13328503,1.8136535,1.8938825,0.039393578,0.23182254,3.2341526,1.461783,1.2800806,0.91510636,344,66,True,False,0.018088253,0.12102495,344,389,False,False,0.9914122,0.0,43,0.1,0.0,0.05,0.88592535,0.8652544,0.8620043,389,0.88669056,0.8787546,0.007935941,False,0.86631143,0.88669056,True,False
1884,/home/lux1/noise/train/0091/562302f5a5fc417bb4d2d59fbd172d8e.jpg,8f72c8a7bae05abd07382e6a51e2dc036e620baa3a91d422792474f4e8c90b8f,91,91,344,344,False,False,both_wrong,0.4189379,0.837467,0.25492793,0.7735964,2.1567273,0.77302253,0.09188059,0.01687616,2.3872654,4.0818534,1.1599389,1.3465375,344,344,True,True,0.009513134,0.005102955,344,344,False,False,0.9969417,0.2,91,0.2,0.2,0.2,0.9449416,0.9371141,0.8558703,14,0.9395735,0.9392641,0.0003094077,False,0.92963016,0.92963016,True,False
1894,/home/lux1/noise/train/0091/ca8c04b9f2fd40e2a8a44b814fb2e3a7.jpg,af65ec3f467f76808157e7074e5e6ad2ff32f99b24453726f687975e05dcc2df,91,91,103,103,False,False,both_wrong,0.33889765,0.6616868,0.14341933,0.47708744,2.3987827,1.2659434,0.19547832,0.18459933,1.6323057,1.6895677,0.9728799,0.9907843,103,103,True,True,0.036032803,0.0386239,103,103,False,False,0.92096615,0.55,91,0.55,0.2,0.2,0.9173333,0.89846927,0.8817625,91,0.8817625,0.86425686,0.017505646,True,0.86425686,0.86425686,True,False
1899,/home/lux1/noise/train/0091/e551c3c0a55940f794b8ccf8b0dbddd6.jpg,50a8c43ea1fd19877ef7437ba146968cfab46a449393a0717d3dd37c65fc2880,91,91,139,448,False,False,both_wrong,0.14017639,0.1750643,0.03574329,0.02621594,3.92152,3.1910923,0.1044331,0.011948615,2.2592087,4.4271398,1.1347466,1.3641509,139,475,True,False,0.0538615,0.13510999,139,448,False,False,0.9846527,0.1,88,0.1,0.0,0.05,0.8755417,0.826445,0.8127524,313,0.8284924,0.8154865,0.013005912,False,0.81359833,0.7745445,True,False
1907,/home/lux1/noise/train/0092/5027299e723c4560aac0beaca46087d0.jpg,024a2df80703e60311cdfd37ce9e6acc1cd539f5aced4ce320b2ea6cdde5b2d5,92,92,115,115,False,False,both_wrong,0.37474847,0.42482284,0.06083432,0.02431351,1.3266679,1.081318,0.31391415,0.40050933,1.1586356,0.9150182,0.79372376,0.67568266,92,92,False,False,0.029988753,0.042398427,92,92,True,True,0.990499,0.3,92,0.3,0.1,0.1,0.90615445,0.869298,0.8644771,92,0.8644771,0.85637265,0.008104444,True,0.83440423,0.83440423,True,False
1910,/home/lux1/noise/train/0092/71c0883804e24b4fbb9147860f17ab37.jpg,64ae48cf295ce9f260dbe2aa76ce9645b3bac74a1d6e44296b2605862e6e1399,92,92,135,135,False,False,both_wrong,0.6165592,0.6589767,0.3783877,0.4571098,1.305108,1.07586,0.2381715,0.20186688,1.4347641,1.6001468,0.9053026,0.96250534,135,115,True,False,0.07447542,0.18430081,135,135,False,False,0.9215613,0.35,92,0.35,0.1,0.1,0.849617,0.83823746,0.8554863,115,0.8647571,0.8588287,0.005928397,False,0.8588287,0.8588287,True,False
1914,/home/lux1/noise/train/0092/a596df4874ba4ceeadfc9a4d70cd50ef.jpg,2114be46b3edd04bb30d342cb0d47806cdcf66cf226fee5871c3a99da3891255,92,92,115,115,False,False,both_wrong,0.42840397,0.69817495,0.19809306,0.57888204,2.221446,1.1911391,0.23031092,0.11929294,1.4683251,2.1261733,0.91745234,1.1060696,115,115,True,True,0.013623207,0.010683832,115,115,False,False,0.9938838,0.05,353,0.4,0.2,0.2,0.9412501,0.9279814,0.87521243,2,0.8753665,0.87521243,0.000154078,False,0.8493996,0.8493996,True,False
1918,/home/lux1/noise/train/0092/d31b3854efc64018a403ea467def67c6.jpg,ceae30a20523317456f5c8cb61f2eaf8b00361791fa06413ea856131846779db,92,92,340,340,False,False,both_wrong,0.48758775,0.39983562,0.34890336,0.1140582,2.148424,1.6908513,0.1386844,0.28577742,1.9755543,1.252542,1.07021,0.83411306,340,340,True,True,0.00456378,0.008526804,340,340,False,False,0.9935403,0.55,92,0.55,0.1,0.1,0.8975264,0.8838522,0.874944,340,0.8806553,0.8792614,0.0013939142,False,0.8806553,0.8806553,True,False
1922,/home/lux1/noise/train/0093/02af8bdc36c04ceca97a35bdb7c881d0.jpg,bc138a79a5e403b7d9420ab3021d6582149dd5a0bde713acd551b2c5534173e7,93,93,387,387,False,False,both_wrong,0.2529677,0.78930247,0.088835016,0.7329952,3.3720305,1.0926746,0.16413267,0.05630724,1.8070801,2.8769321,1.0253547,1.237895,93,387,False,True,0.044924065,0.08543205,387,387,False,False,0.99284357,0.0,5,0.1,0.1,0.1,0.9047356,0.89201146,0.8998959,387,0.9085359,0.90606105,0.0024748445,False,0.9085359,0.9085359,True,False
1923,/home/lux1/noise/train/0093/02f4b877335c416682d1606703aeb72b.jpg,b8282375172af3521be8a6d1b7e22f2db61ec0b332dac79e063022d30184e30b,93,93,439,439,False,False,both_wrong,0.4915717,0.4045209,0.3765409,0.19927596,2.1730778,1.9514366,0.03388348,0.0029769272,3.3848276,5.8168635,1.2949446,1.4042192,439,439,True,True,0.012117698,0.023837842,439,439,False,False,0.9931587,0.0,462,0.2,0.15,0.15,0.9200907,0.90827864,0.86760014,439,0.9286571,0.9168273,0.011829793,False,0.9286571,0.9286571,True,False
1924,/home/lux1/noise/train/0093/06c1d15157444e1ab2cfe3c52a85d0b8.jpg,99f28db01271efd79ec6a98d5c424829c979a5f8c44940b79a1088c69bf9a899,93,93,394,394,False,False,both_wrong,0.25019565,0.36421922,0.12425895,0.14344451,3.0707624,2.2264338,0.02306466,0.0003206529,3.7694535,8.045152,1.3264858,1.4234531,394,394,True,True,0.019901598,0.030750781,394,394,False,False,0.99407417,0.0,190,0.25,0.05,0.05,0.9201765,0.91062975,0.88012874,425,0.9193803,0.91796863,0.0014116764,False,0.917712,0.917712,True,False
1927,/home/lux1/noise/train/0093/1e896f9ac2a343a197668a152f6f55de.jpg,a5feacb15647c29b3ce9025c1387b73951107d534c2cdef7b295d971cedb4db8,93,93,360,360,False,False,both_wrong,0.46106753,0.7949857,0.30773675,0.69753516,2.2672641,0.8439242,0.00021515647,1.0225466e-09,8.444145,20.70097,1.4247004,1.4285535,435,360,False,True,0.038927592,0.024878237,360,360,False,False,0.98621523,0.0,360,0.7,0.7,0.7,0.9358481,0.92282164,0.83228487,360,0.9388052,0.90856105,0.030244172,False,0.9388052,0.9388052,True,False
1928,/home/lux1/noise/train/0093/2484eb26d16948ceb05e2883d4cc2841.jpg,e9893df904c8ca195c02bdd93a5dffb77039e5a4656b917cd3dc2d1645880d9b,93,93,107,107,False,False,both_wrong,0.2697036,0.31521714,0.11689977,0.019384831,2.6748621,1.630066,0.0001544231,1.0640412e-08,8.775814,18.358606,1.4255024,1.4285535,435,435,False,False,0.024596388,0.035930652,107,435,False,False,0.994822,0.1,435,0.2,0.05,0.05,0.9698969,0.88190126,0.79679596,435,0.8840824,0.8795634,0.0045189857,False,0.8545742,0.8545742,True,False
1932,/home/lux1/noise/train/0093/4a38f94b1d4947bbac53b92ed126bbfc.jpg,42d6029a135bb8e72a653499e97260ad811ea6f717754881072333a8c9a62fa0,93,93,60,60,False,False,both_wrong,0.20291834,0.42515874,0.076885626,0.3112178,3.376272,2.3486516,0.026576877,0.004551968,3.6277137,5.3921957,1.3158375,1.395789,382,60,False,True,0.045951504,0.05358926,60,60,False,False,0.9871881,0.1,16,0.25,0.05,0.05,0.9165064,0.89339125,0.81008327,61,0.86180335,0.86016273,0.0016406178,False,0.83926624,0.83926624,True,False
1933,/home/lux1/noise/train/0093/4f4c0abb34aa486b93b44cb7abeb4675.jpg,2a27a6ade6d8261a2e54278e1f04265eb31600fd5d60531c92ea5871a1d916e1,93,93,341,76,False,False,both_wrong,0.56761837,0.5645216,0.33363026,0.17064631,1.5667152,0.9176544,0.0005777081,2.3018598e-07,7.456442,15.284378,1.4208429,1.4285392,341,341,True,False,0.017191365,0.03585676,341,341,False,False,0.9942419,0.05,454,0.2,0.15,0.05,0.9177116,0.86045885,0.7951965,341,0.85438687,0.8503374,0.00404948,False,0.85438687,0.8462686,True,False
1934,/home/lux1/noise/train/0093/66492957a1a74aff9f5805b2b61846b3.jpg,d8f283c75cc8158c8a796d8f941473236cb81421ad35b526e27c7d9517c7d637,93,93,97,97,False,False,both_wrong,0.447558,0.38039336,0.32996207,0.1517978,2.5458841,1.8873688,0.012854137,1.50270735e-05,4.3540897,11.105658,1.3607711,1.4279706,225,225,False,False,0.12513041,0.1977191,97,225,False,False,0.9494651,0.0,316,0.25,0.1,0.1,0.8743992,0.84442264,0.7598097,225,0.8587727,0.83406067,0.024712026,False,0.805058,0.805058,True,False
1936,/home/lux1/noise/train/0093/7b83400155d348e9a6de844d0c10264c.jpg,2a6654addfc5d6b01eee8efde33f1476a7cc3969d09075be883a1384fd5c38ac,93,93,411,411,False,False,both_wrong,0.4607507,0.8786258,0.06734595,0.8208084,1.3900334,0.54459846,0.39340475,0.03825362,0.9329163,3.2635171,0.68505657,1.2831017,411,411,True,True,0.008694374,0.010794068,411,411,False,False,0.9939168,0.15,411,0.35,0.35,0.35,0.94565684,0.87650186,0.8687667,411,0.8834466,0.8687667,0.014679849,False,0.8834466,0.8834466,True,False
1938,/home/lux1/noise/train/0093/a54a6affa53e4ecb93b38da4b46912e6.jpg,18192a4f3d54dffe7f4d13fb57a2149f5f4822d593213bb72369915aab3fa1b5,93,93,51,51,False,False,both_wrong,0.39842784,0.67938834,0.28608227,0.6146661,2.4874945,1.5035484,0.11234556,0.03348384,2.1861758,3.3966923,1.1193347,1.2960498,51,51,True,True,0.028237592,0.03753521,51,51,False,False,0.9801512,0.15,51,0.15,0.15,0.15,0.86623156,0.8161858,0.7597867,51,0.8066865,0.8018023,0.004884243,False,0.8066865,0.8066865,True,False
1939,/home/lux1/noise/train/0093/bf116cea9a99424686f2b8ca793247a9.jpg,a3527a93b8d46183f22200d92c617861be9af5c7cf7573757d57213991514461,93,93,202,84,False,False,both_wrong,0.17211635,0.15658659,0.054248184,0.047417693,3.3795154,3.0964959,0.026523665,0.010234252,3.6297178,4.582015,1.3159956,1.3707696,202,369,True,False,0.03850104,0.099053174,202,369,False,False,0.99176514,0.1,387,0.2,0.0,0.0,0.93085134,0.88222235,0.8461011,394,0.8654553,0.8648809,0.00057440996,False,0.8629475,0.8648809,True,False
1940,/home/lux1/noise/train/0093/e600a856bd2a4d5a90137b1c46f906ad.jpg,a9c9195763c0d5a474e62ce74031329a91879bd8e5be401b390ef7be0d440190,93,93,261,261,False,False,both_wrong,0.2894996,0.37277842,0.088658184,0.011231005,2.7115533,1.6874554,0.0002694975,6.4805796e-08,8.218951,16.55187,1.4240395,1.4285535,274,274,False,False,0.049375974,0.09037912,261,261,False,False,0.9923835,0.0,123,0.15,0.15,0.15,0.9103997,0.8951708,0.8505803,123,0.9051464,0.90190554,0.0032408834,False,0.90190554,0.90190554,True,False
1956,/home/lux1/noise/train/0094/d5f7a861e85041c58a1f434d7209970c.jpg,b6c856a369dd8eb7ab614ea0ca090f49aa986d4ba10e4f714c22bc731fb72373,94,94,469,469,False,False,both_wrong,0.5165003,0.9212749,0.36750543,0.90667474,2.0660775,0.48103112,0.0057076877,0.00015951725,5.165941,8.743359,1.3901632,1.4254318,469,469,True,True,0.060628932,0.024799515,469,469,False,False,0.9860211,0.05,496,0.2,0.05,0.05,0.858486,0.81348526,0.7788068,338,0.80808866,0.7939117,0.014176965,False,0.7939117,0.7939117,True,False
1957,/home/lux1/noise/train/0094/dcc96bada17b4349814ac1eee4f41a37.jpg,156d174203823f64d142f391fdf6dc95f02243ccb8591991044765d85ab65644,94,94,344,357,False,False,both_wrong,0.1476452,0.34153378,0.008545533,0.18470325,3.423801,2.5829089,0.0018790772,1.7097651e-05,6.2769747,10.976569,1.4109247,1.4279138,326,344,False,False,0.027215831,0.056507844,326,357,False,False,0.9829415,0.0,95,0.2,0.0,0.2,0.89830184,0.8795676,0.73531914,344,0.87511295,0.8701273,0.0049856305,False,0.87511295,0.8701273,True,False
1962,/home/lux1/noise/train/0095/035a9a3dac48454094d277c4f4658adf.jpg,c8d61de6478429aab3e54150e0e44e84a346a95c5c776532725c96f512683111,95,95,54,54,False,False,both_wrong,0.39671594,0.6933704,0.14558065,0.42508897,2.2797265,0.8135283,0.2511353,0.26828143,1.3817635,1.3157187,0.88552445,0.85982937,54,54,True,True,0.02791562,0.0059499387,54,54,False,False,0.9818207,0.1,54,0.45,0.45,0.45,0.8954779,0.8682871,0.88460046,95,0.88460046,0.88012415,0.004476309,True,0.88012415,0.88012415,True,False
1969,/home/lux1/noise/train/0095/6c322eacb1ea424c87c8b9d3c9309c2d.jpg,adfc648145997c3766da3c0c271f80b9ddaab276d084f2638406c607e48217fb,95,95,29,29,False,False,both_wrong,0.23902187,0.8780856,0.16241373,0.8560233,3.700622,0.8146613,0.028173631,0.0023705699,3.5693688,6.044625,1.3111379,1.407808,29,29,True,True,0.0220057,0.002858242,29,29,False,False,0.9720394,0.0,463,0.15,0.0,0.0,0.8618437,0.8207838,0.66277474,52,0.7903421,0.78491557,0.005426526,False,0.78491557,0.78491557,True,False
1981,/home/lux1/noise/train/0095/f383f657cb1d40e9aaa67de665798bcd.jpg,edcc398bca2adb0cf078704fc71787a537105b9f47a9b5ea699e45d448f23b72,95,95,430,224,False,False,both_wrong,0.30851892,0.23514722,0.1633296,0.087994024,3.0214424,2.7770689,0.14518932,6.625111e-07,1.9297167,14.227228,1.0585251,1.4285039,430,224,True,True,0.024408147,0.052546002,430,224,False,False,0.98122215,0.1,482,0.2,0.1,0.05,0.8620013,0.8449505,0.77275985,33,0.8397231,0.8307007,0.009022415,False,0.7524921,0.7931114,True,False
1982,/home/lux1/noise/train/0095/fda3bab2248e4bef8afdc46315f09e5b.jpg,ec27db4b1620602397404ba9a4870e3b4096ea860811b2ac147c51cfe8edbb24,95,95,344,59,False,False,both_wrong,0.114232026,0.44563338,0.0012652501,0.3665588,3.7718258,2.433562,0.054550245,1.7820198e-06,2.908633,13.237763,1.2420796,1.4284364,357,59,False,True,0.0138195325,0.032373846,357,59,False,False,0.9919162,0.0,81,0.15,0.0,0.0,0.8638899,0.8457462,0.71506894,199,0.8324026,0.8220818,0.010320783,False,0.81038886,0.8192156,True,False
1984,/home/lux1/noise/train/0096/15b16a04b54b449ea3003deb2d5241ba.jpg,7e3c4f88f228adfbc9a75c22df44b7810b5a802a5e8e36c11c7b173180d3a2e5,96,96,17,17,False,False,both_wrong,0.62001306,0.62681925,0.47860062,0.3806993,1.3118111,1.0761682,0.14141244,0.24611995,1.9560745,1.4019363,1.06529,0.89313895,17,17,True,True,0.019440074,0.011308585,17,17,False,False,0.9891652,0.0,17,0.25,0.25,0.25,0.87162995,0.8364447,0.7667421,486,0.7879409,0.78293633,0.005004585,False,0.78293633,0.78293633,True,False
1985,/home/lux1/noise/train/0096/1b224bff36a74d70ad0bc8073fa89e8e.jpg,3d82b8acd46a106a5ffa55258eca432c351fc595578077631d9df97a099f828c,96,96,17,17,False,False,both_wrong,0.35760993,0.3595529,0.18471973,0.14921553,2.7242467,2.5859013,0.049155284,0.055034757,3.012771,2.8997903,1.2551906,1.2409217,17,17,True,True,0.14317678,0.1877762,17,17,False,False,0.93536127,0.05,17,0.15,0.15,0.15,0.8986306,0.87759197,0.79093987,140,0.7962144,0.79578954,0.0004248619,False,0.7873199,0.7873199,True,False
1991,/home/lux1/noise/train/0096/67181afa8a744345923bde40c3a04183.jpg,905be0aa4cb7e7480d190416fe9dbfe6b21966cce458d8a2eed7ccedae13bcf1,96,96,140,140,False,False,both_wrong,0.15739672,0.4067397,0.075540625,0.2927396,3.4490528,2.4680984,0.011104822,0.010198798,4.5003757,4.5854855,1.3673702,1.3709099,145,145,False,False,0.05826306,0.09072758,140,140,False,False,0.9625459,0.05,140,0.25,0.25,0.25,0.9362222,0.9091708,0.74792904,140,0.87381643,0.8520008,0.021815658,False,0.87381643,0.87381643,True,False
1993,/home/lux1/noise/train/0096/6fd911cb88bc4719a49677c6c2b9eb9e.jpg,090cad8032dbde12131fa151397e0b23f404552393c25383193b939fcbba95cf,96,96,17,48,False,False,both_wrong,0.31237626,0.5540213,0.027701795,0.26615855,1.6975995,1.1073457,0.26380235,0.28786275,1.3325552,1.2452714,0.8664928,0.83107984,96,96,False,False,0.04204624,0.12846866,17,96,False,True,0.9901939,0.05,453,0.2,0.15,0.1,0.901748,0.85786355,0.8141762,48,0.84569174,0.8368887,0.00880307,False,0.8261053,0.84569174,True,False
2004,/home/lux1/noise/train/0097/15613a0c8ba543629c243e3672320a0f.jpg,0778d27fd689861bac712ae7a5e6783c376be55f96d983fab3824b51944e7245,97,97,280,435,False,False,both_wrong,0.09699107,0.17743784,0.03620294,0.08877834,4.4457436,3.4701793,0.010315974,0.012463341,4.5740614,4.3849635,1.3704469,1.3622206,280,435,True,True,0.03647983,0.055180714,280,435,False,False,0.9846244,0.05,245,0.1,0.05,0.0,0.8933883,0.8758664,0.82802784,205,0.85760736,0.85365915,0.0039482117,False,0.8201692,0.836832,True,False
2007,/home/lux1/noise/train/0097/39d576d7bfae4339906419069e928b28.jpg,d5da22321e1436697305436b4c8b0c896bc3fa6b29895d3e2758e89d0b630981,97,97,470,434,False,False,both_wrong,0.14190823,0.21666543,0.06945071,0.11166326,3.8399024,3.3196058,0.011924128,0.024985708,4.4291916,3.6894512,1.3642434,1.3206056,470,434,True,True,0.08182302,0.10480246,470,434,False,False,0.90105057,0.0,93,0.15,0.0,0.0,0.8738121,0.8574306,0.75988865,233,0.81961435,0.811963,0.007651329,False,0.7993724,0.7584405,True,False
2012,/home/lux1/noise/train/0097/68ced0502d6f4b358990860721eb0ae9.jpg,b98320309b03cfb57fcf24ef38adc417c4e608d3449433b70b51420a9a796547,97,97,378,378,False,False,both_wrong,0.3919332,0.5514699,0.07248655,0.19415557,1.8608394,1.010193,1.2479818e-06,1.3811683e-09,13.593983,20.400335,1.4284662,1.4285535,378,378,True,True,0.02225845,0.016049523,378,378,False,False,0.9938662,0.0,85,0.25,0.25,0.25,0.90425473,0.8815212,0.8203526,378,0.8908079,0.877113,0.013694942,False,0.8908079,0.8908079,True,False
2017,/home/lux1/noise/train/0097/cdfdd7bd999d40a8a9ce6acd3cb99c91.jpg,b304df7205e64979715ac5071e7d2fb255e6d4d96732ea903e339bce9329dd31,97,97,124,124,False,False,both_wrong,0.11480186,0.2186265,0.047654614,0.06979303,4.2419963,2.9777932,0.02916806,0.13740405,3.5346808,1.9848294,1.3082516,1.0725291,56,97,False,False,0.054414626,0.12050572,56,97,False,True,0.98624134,0.05,56,0.15,0.0,0.0,0.8787129,0.85357916,0.77298224,400,0.8060187,0.80048126,0.0055374503,False,0.7911956,0.7911956,True,False
2018,/home/lux1/noise/train/0097/cf909bf2224a47bbb5744e43e3be89fd.jpg,0215cb015e02106bbbbee679bc94689d32b70cf08284742412bbc627dcf0da33,97,97,274,274,False,False,both_wrong,0.409091,0.47072428,0.1555661,0.097690314,1.9104149,1.2008171,0.2535249,0.112750374,1.3722932,2.182579,0.8819125,1.1185551,97,274,False,True,0.025202535,0.07013813,274,274,False,False,0.99091214,0.2,97,0.2,0.0,0.0,0.8905554,0.8634424,0.80365306,228,0.83886486,0.8318297,0.007035136,False,0.8318297,0.8318297,True,False
2019,/home/lux1/noise/train/0097/d3c5d764f9a04e3c8608e8041ffde932.jpg,df079d394d4eac6a1f3af51162c72b969c4c4262215ab958e31c9662104e01c3,97,97,72,280,False,False,both_wrong,0.09026433,0.2650185,0.024486318,0.052011237,4.3884625,2.385812,0.023401255,0.0002019181,3.7549655,8.507648,1.3254452,1.4248687,378,197,False,False,0.064921096,0.07455515,378,197,False,False,0.9451664,0.05,72,0.1,0.1,0.0,0.99962187,0.9283534,0.49364147,379,0.5849129,0.5617764,0.023136497,False,0.5166485,0.5041006,True,False
2021,/home/lux1/noise/train/0097/e02b5c054d8e44608bb375e2b5e868aa.jpg,8de0f7ec46c68239c6edeac2d82f83dc46585b7fe2896fe594d94f5d0ef89ed3,97,97,297,297,False,False,both_wrong,0.1671894,0.5793474,0.09111671,0.45939302,3.8254516,1.903336,0.021167288,0.008093815,3.8552985,4.816655,1.3324395,1.3795248,297,297,True,True,0.020758402,0.02798175,297,297,False,False,0.9929068,0.0,297,0.4,0.4,0.4,0.8936,0.8805767,0.87751454,297,0.9053863,0.8833131,0.02207321,False,0.9053863,0.9053863,True,False
2031,/home/lux1/noise/train/0098/772a90ae04284a0f854bef12bc1ee3ec.jpg,4b73574889034cb2749b6717bb2fac2057b7cbe18d3b6fb03fc6319fb0a094a4,98,98,399,233,False,False,both_wrong,0.37620524,0.4066613,0.12230882,0.055125117,1.8859899,1.3324049,0.25389642,0.19079146,1.3708289,1.6565742,0.88135195,0.9805558,399,233,True,True,0.0016860496,0.0018559247,399,233,False,False,0.99726534,0.0,124,0.15,0.1,0.05,0.8820348,0.83769816,0.8185042,233,0.8341265,0.82211083,0.012015641,False,0.8121569,0.8341265,True,False
